,title,artist,region,year,stream,Rank
2039,Unforgettable,"French Montana, Swae Lee",United States,2017,215180711,10
2040,Despacito (Featuring Daddy Yankee),Luis Fonsi,Uruguay,2017,3546514,1
2041,Me Rehúso,Danny Ocean,Uruguay,2017,3005292,2
2042,Shape of You,Ed Sheeran,Uruguay,2017,2794561,3
2043,Felices los 4,Maluma,Uruguay,2017,2563146,4
2044,El Amante,Nicky Jam,Uruguay,2017,2280880,5
2045,Ahora Dice,"Chris Jedi, J Balvin, Ozuna, Arcangel",Uruguay,2017,2183611,6
2046,Otra vez (feat. J Balvin),Zion & Lennox,Uruguay,2017,2149850,7
2047,Reggaetón Lento (Bailemos),CNCO,Uruguay,2017,2133135,8
2048,La Rompe Corazones,"Daddy Yankee, Ozuna",Uruguay,2017,2081210,9
2049,Hey DJ,"CNCO, Yandel",Uruguay,2017,2016994,10
2050,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Uruguay,2018,2899413,1
2051,Me Niego (feat. Ozuna & Wisin),Reik,Uruguay,2018,2717006,2
2052,Sin Pijama,"Becky G, Natti Natasha",Uruguay,2018,2659222,3
2053,Vaina Loca,"Ozuna, Manuel Turizo",Uruguay,2018,2395009,4
2054,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Uruguay,2018,2254030,5
2055,X,"Nicky Jam, J Balvin",Uruguay,2018,2133997,6
2056,No Es Justo,"J Balvin, Zion & Lennox",Uruguay,2018,2086836,7
2057,Bella,Wolfine,Uruguay,2018,2018050,8
2058,Dura,Daddy Yankee,Uruguay,2018,2008817,9
2059,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,Uruguay,2018,2003903,10
2060,Mascara,Chillies,Vietnam,2020,5612866,1
2061,Lối Nhỏ,"Đen, Phương Anh Đào",Vietnam,2020,5235000,2
2062,Bigcityboi (feat. Touliver),Binz,Vietnam,2020,4669965,3
2063,Bài Này Chill Phết,"Đen, MIN",Vietnam,2020,4648617,4
2064,Ke Cap Gap Ba Gia (feat. BINZ),Hoang Thuy Linh,Vietnam,2020,4391740,5
2065,Gác Lại Âu Lo,"Da LAB, Miu Lê",Vietnam,2020,4361817,6
2066,em bỏ hút thuốc chưa?,"Bich Phuong, traitimtrongvang",Vietnam,2020,4247381,7
2067,How You Like That,BLACKPINK,Vietnam,2020,4182332,8
2068,Dynamite,BTS,Vietnam,2020,4116341,9
2069,Thanh Xuan,Da LAB,Vietnam,2020,4014277,10
2070,Shape of You,Ed Sheeran,Australia,2017,51174073,1
2071,HUMBLE.,Kendrick Lamar,Australia,2017,32183365,2
2072,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Australia,2017,31594441,3
2073,Unforgettable,"French Montana, Swae Lee",Australia,2017,27480727,4
2074,rockstar,"Post Malone, 21 Savage",Australia,2017,26970767,5
2075,Castle on the Hill,Ed Sheeran,Australia,2017,26495276,6
2076,Congratulations,"Post Malone, Quavo",Australia,2017,26450547,7
2077,Something Just Like This,"The Chainsmokers, Coldplay",Australia,2017,25967432,8
2078,Thunder,Imagine Dragons,Australia,2017,25789526,9
2079,New Rules,Dua Lipa,Australia,2017,25385551,10
2080,Dance Monkey,Tones And I,Australia,2019,54405130,1
2081,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Australia,2019,54160504,2
2082,bad guy,Billie Eilish,Australia,2019,50316443,3
2083,Someone You Loved,Lewis Capaldi,Australia,2019,43074126,4
2084,Wow.,Post Malone,Australia,2019,41113826,5
2085,7 rings,Ariana Grande,Australia,2019,37913111,6
2086,Señorita,"Shawn Mendes, Camila Cabello",Australia,2019,37083727,7
2087,I Don't Care (with Justin Bieber),Ed Sheeran,Australia,2019,36683968,8
2088,Eastside (with Halsey & Khalid),benny blanco,Australia,2019,36251136,9
2089,3 Nights,Dominic Fike,Australia,2019,35520914,10
2090,Me Rehúso,Danny Ocean,Bolivia,2017,2595190,1
2091,Despacito (Featuring Daddy Yankee),Luis Fonsi,Bolivia,2017,1999986,2
2092,Shape of You,Ed Sheeran,Bolivia,2017,1837936,3
2093,Felices los 4,Maluma,Bolivia,2017,1818074,4
2094,Otra vez (feat. J Balvin),Zion & Lennox,Bolivia,2017,1508509,5
2095,El Amante,Nicky Jam,Bolivia,2017,1403663,6
2096,Una Lady Como Tú,Manuel Turizo,Bolivia,2017,1386709,7
2097,Escápate Conmigo,"Wisin, Ozuna",Bolivia,2017,1360145,8
2098,Reggaetón Lento (Bailemos),CNCO,Bolivia,2017,1291751,9
2099,Hey DJ,"CNCO, Yandel",Bolivia,2017,1290863,10
2100,No Es Justo,"J Balvin, Zion & Lennox",Colombia,2018,14500345,1
2101,La player (Bandolera),Zion & Lennox,Colombia,2018,14311330,2
2102,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Colombia,2018,13503102,3
2103,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Colombia,2018,12048509,4
2104,Me Niego (feat. Ozuna & Wisin),Reik,Colombia,2018,11094982,5
2105,Vaina Loca,"Ozuna, Manuel Turizo",Colombia,2018,11058749,6
2106,X,"Nicky Jam, J Balvin",Colombia,2018,10934290,7
2107,Esperándote,Manuel Turizo,Colombia,2018,10850404,8
2108,Te Amo,"Piso 21, Paulo Londra",Colombia,2018,10327278,9
2109,Dembow,Danny Ocean,Colombia,2018,9409923,10
2110,Tusa,"KAROL G, Nicki Minaj",Costa Rica,2020,8020043,1
2111,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Costa Rica,2020,5847058,2
2112,Rojo,J Balvin,Costa Rica,2020,5737998,3
2113,Hawái,Maluma,Costa Rica,2020,5457855,4
2114,Dance Monkey,Tones And I,Costa Rica,2020,5374531,5
2115,Fantasias,"Rauw Alejandro, Farruko",Costa Rica,2020,5317516,6
2116,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Costa Rica,2020,5297033,7
2117,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Costa Rica,2020,5188094,8
2118,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Costa Rica,2020,5002769,9
2119,Blinding Lights,The Weeknd,Costa Rica,2020,4793105,10
2120,Ghaba,Marwan Pablo,Egypt,2021,2974861,1
2121,أسياد الصوت,"Wegz, LZHYMR",Egypt,2021,2337680,2
2122,CTRL,Marwan Pablo,Egypt,2021,2185453,3
2123,Astronaut In The Ocean,Masked Wolf,Egypt,2021,2162242,4
2124,Msh Bel 7ozoz - مش بالحظوظ,Afroto,Egypt,2021,2147872,5
2125,SIRI,Shahyn,Egypt,2021,2015520,6
2126,عفاريت الأسفلت,Wegz,Egypt,2021,1961498,7
2127,Msh Fair,Wegz,Egypt,2021,1940412,8
2128,Tesla,Marwan Moussa,Egypt,2021,1939928,9
2129,Hustla,Wegz,Egypt,2021,1771865,10
2130,Tusa,"KAROL G, Nicki Minaj",El Salvador,2020,3529409,1
2131,Hawái,Maluma,El Salvador,2020,3301083,2
2132,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",El Salvador,2020,3070794,3
2133,Sigues Con El,"Dímelo Flow, Arcangel, Sech",El Salvador,2020,2985717,4
2134,Vete,Bad Bunny,El Salvador,2020,2962772,5
2135,Rojo,J Balvin,El Salvador,2020,2844436,6
2136,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",El Salvador,2020,2840335,7
2137,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",El Salvador,2020,2806930,8
2138,Blinding Lights,The Weeknd,El Salvador,2020,2704956,9
2139,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",El Salvador,2020,2651658,10
2140,DÁKITI,"Bad Bunny, Jhay Cortez",El Salvador,2021,5718636,1
2141,Yonaguni,Bad Bunny,El Salvador,2021,5046376,2
2142,Bandido,"Myke Towers, Juhn",El Salvador,2021,4557683,3
2143,Fiel,"Los Legendarios, Wisin, Jhay Cortez",El Salvador,2021,4126442,4
2144,Todo De Ti,Rauw Alejandro,El Salvador,2021,4062434,5
2145,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",El Salvador,2021,3988388,6
2146,Reloj,"Rauw Alejandro, Anuel AA",El Salvador,2021,3458263,7
2147,Botella Tras Botella,"Gera MX, Christian Nodal",El Salvador,2021,3149991,8
2148,Pareja Del Año,"Sebastian Yatra, Myke Towers",El Salvador,2021,3048483,9
2149,BICHOTA,KAROL G,El Salvador,2021,3047564,10
2150,Désaccordé,Vald,France,2018,36280826,1
2151,Mafiosa (feat. Caroliina),Lartiste,France,2018,34765644,2
2152,Djadja,Aya Nakamura,France,2018,32549909,3
2153,Ramenez la coupe à la maison,Vegedream,France,2018,31171960,4
2154,Air Max,"Rim'K, Ninho",France,2018,29966942,5
2155,La même,"GIMS, Vianney",France,2018,27736547,6
2156,God's Plan,Drake,France,2018,27576637,7
2157,Bob Marley,Dadju,France,2018,27267032,8
2158,One Kiss (with Dua Lipa),Calvin Harris,France,2018,26447872,9
2159,Habitué,Dosseh,France,2018,26248782,10
2160,Havana (feat. Young Thug),Camila Cabello,Hong Kong,2018,2518024,1
2161,等你下課,"Jay Chou, Gary Yang",Hong Kong,2018,2321709,2
2162,Shape of You,Ed Sheeran,Hong Kong,2018,2206533,3
2163,The Middle,"Zedd, Maren Morris, Grey",Hong Kong,2018,2186987,4
2164,長相廝守,ToNick,Hong Kong,2018,2108572,5
2165,Girls Like You (feat. Cardi B),Maroon 5,Hong Kong,2018,2034842,6
2166,FRIENDS,"Marshmello, Anne-Marie",Hong Kong,2018,2032121,7
2167,假使世界原來不像你預期,Charmaine Fong,Hong Kong,2018,2000051,8
2168,Something Just Like This,"The Chainsmokers, Coldplay",Hong Kong,2018,1989994,9
2169,Rewrite The Stars,"Zac Efron, Zendaya",Hong Kong,2018,1985973,10
2170,Í Átt Að Tunglinu,"JóiPé, Króli",Iceland,2018,1417191,1
2171,Upp Til Hópa,"Herra Hnetusmjör, Ingi Bauer",Iceland,2018,1292042,2
2172,God's Plan,Drake,Iceland,2018,1113396,3
2173,Þráhyggja,"JóiPé, Króli",Iceland,2018,1112883,4
2174,Aldrei Heim,Aron Can,Iceland,2018,1097035,5
2175,Út í geim,Birnir,Iceland,2018,1086520,6
2176,Ungir Strákar - Deep Mix,Floni,Iceland,2018,1052853,7
2177,Clubbed Up,ClubDub;Ra:tio,Iceland,2018,980584,8
2178,Já ég veit,"Birnir, Herra Hnetusmjör",Iceland,2018,917745,9
2179,SAD!,XXXTENTACION,Iceland,2018,910995,10
2180,"""Raataan Lambiyan (From """"Shershaah"""")""","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",India,2021,82086968,1
2181,Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",India,2021,63126545,2
2182,"""Ranjha (From """"Shershaah"""")""","Jasleen Royal, B Praak",India,2021,60759301,3
2183,STAY (with Justin Bieber),The Kid LAROI,India,2021,58283075,4
2184,Lut Gaye,"Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi",India,2021,49109909,5
2185,"""Agar Tum Saath Ho (From """"Tamasha"""")""","Alka Yagnik, Arijit Singh",India,2021,48797721,6
2186,Shayad,"Pritam, Arijit Singh",India,2021,47892220,7
2187,Tu Aake Dekhle,King,India,2021,46196583,8
2188,MONTERO (Call Me By Your Name),Lil Nas X,India,2021,42024321,9
2189,Dynamite,BTS,India,2021,41077365,10
2190,Shape of You,Ed Sheeran,Lithuania,2017,900862,1
2191,Thunder,Imagine Dragons,Lithuania,2017,433920,2
2192,Something Just Like This,"The Chainsmokers, Coldplay",Lithuania,2017,422375,3
2193,Believer,Imagine Dragons,Lithuania,2017,403484,4
2194,HUMBLE.,Kendrick Lamar,Lithuania,2017,394986,5
2195,It Ain't Me (with Selena Gomez),Kygo,Lithuania,2017,391386,6
2196,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Lithuania,2017,391058,7
2197,Unforgettable,"French Montana, Swae Lee",Lithuania,2017,375897,8
2198,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Lithuania,2017,369101,9
2199,Stay (with Alessia Cara),Zedd,Lithuania,2017,347835,10
2200,Señorita,"Shawn Mendes, Camila Cabello",Malaysia,2019,12575963,1
2201,Someone You Loved,Lewis Capaldi,Malaysia,2019,10658986,2
2202,Boy With Luv (feat. Halsey),BTS,Malaysia,2019,10033977,3
2203,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Malaysia,2019,9609128,4
2204,It's You,Ali Gatie,Malaysia,2019,9415890,5
2205,7 rings,Ariana Grande,Malaysia,2019,9362700,6
2206,Kill This Love,BLACKPINK,Malaysia,2019,8851262,7
2207,On My Way,"Alan Walker, Sabrina Carpenter, Farruko",Malaysia,2019,8182104,8
2208,Without Me,Halsey,Malaysia,2019,8177452,9
2209,I Don't Care (with Justin Bieber),Ed Sheeran,Malaysia,2019,7985975,10
2210,drivers license,Olivia Rodrigo,Malaysia,2021,11722603,1
2211,Heartbreak Anniversary,Giveon,Malaysia,2021,11609390,2
2212,At My Worst,Pink Sweat$,Malaysia,2021,10926202,3
2213,STAY (with Justin Bieber),The Kid LAROI,Malaysia,2021,10168556,4
2214,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Malaysia,2021,10132854,5
2215,Kiss Me More (feat. SZA),Doja Cat,Malaysia,2021,8839938,6
2216,Reckless,Madison Beer,Malaysia,2021,8804103,7
2217,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Malaysia,2021,8673190,8
2218,Here's Your Perfect,Jamie Miller,Malaysia,2021,8609044,9
2219,double take,dhruv,Malaysia,2021,8216957,10
2220,One Kiss (with Dua Lipa),Calvin Harris,Netherlands,2018,35539051,1
2221,Verleden Tijd,"Frenna, Lil Kleine",Netherlands,2018,35395194,2
2222,God's Plan,Drake,Netherlands,2018,33744946,3
2223,Catch Up,Josylvio,Netherlands,2018,31907748,4
2224,Djadja,Aya Nakamura,Netherlands,2018,30058234,5
2225,Hey Meisje,"Esko, Josylvio, Hansie",Netherlands,2018,28428445,6
2226,Lil Craney,Kraantje Pappie,Netherlands,2018,28236476,7
2227,Drama,"Bizzey, Boef",Netherlands,2018,26431821,8
2228,Blijf Bij Mij,"Ronnie Flex, Maan",Netherlands,2018,25246012,9
2229,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,Netherlands,2018,25027291,10
2230,Blinding Lights,The Weeknd,Netherlands,2020,54929038,1
2231,Roses - Imanbek Remix,SAINt JHN,Netherlands,2020,39813282,2
2232,Smoorverliefd,Snelle,Netherlands,2020,34911553,3
2233,Pa Olvidarte (Beste Zangers Seizoen 2019),"Emma Heesters, Rolf Sanchez",Netherlands,2020,33481989,4
2234,ROCKSTAR (feat. Roddy Ricch),DaBaby,Netherlands,2020,32648403,5
2235,Wat Is Je Naam,"Yxng Le, Frenna",Netherlands,2020,32352527,6
2236,Dance Monkey,Tones And I,Netherlands,2020,32284841,7
2237,Before You Go,Lewis Capaldi,Netherlands,2020,30698298,8
2238,Don't Start Now,Dua Lipa,Netherlands,2020,29867275,9
2239,Breaking Me,"Topic, A7S",Netherlands,2020,29621383,10
2240,Blijven Slapen,"Snelle, Maan",Netherlands,2021,37465929,1
2241,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",Netherlands,2021,33179630,2
2242,drivers license,Olivia Rodrigo,Netherlands,2021,32669908,3
2243,STAY (with Justin Bieber),The Kid LAROI,Netherlands,2021,32373472,4
2244,good 4 u,Olivia Rodrigo,Netherlands,2021,29418881,5
2245,The Business,Tiësto,Netherlands,2021,29335685,6
2246,Goud,Suzan & Freek,Netherlands,2021,28749487,7
2247,MONTERO (Call Me By Your Name),Lil Nas X,Netherlands,2021,28335488,8
2248,Bad Habits,Ed Sheeran,Netherlands,2021,27871484,9
2249,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Netherlands,2021,27466180,10
2250,Despacito (Featuring Daddy Yankee),Luis Fonsi,Nicaragua,2017,614228,1
2251,Shape of You,Ed Sheeran,Nicaragua,2017,581193,2
2252,Me Rehúso,Danny Ocean,Nicaragua,2017,509744,3
2253,Otra vez (feat. J Balvin),Zion & Lennox,Nicaragua,2017,353076,4
2254,El Amante,Nicky Jam,Nicaragua,2017,310348,5
2255,Reggaetón Lento (Bailemos),CNCO,Nicaragua,2017,290286,6
2256,Felices los 4,Maluma,Nicaragua,2017,281873,7
2257,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,Nicaragua,2017,263943,8
2258,Sigo Extrañándote,J Balvin,Nicaragua,2017,244878,9
2259,Safari,"J Balvin, Pharrell Williams, BIA, Sky",Nicaragua,2017,226331,10
2260,Den fineste Chevy'n (feat. Maria Mena),Halva Priset,Norway,2021,21093739,1
2261,drivers license,Olivia Rodrigo,Norway,2021,16506322,2
2262,STAY (with Justin Bieber),The Kid LAROI,Norway,2021,16111568,3
2263,Smilet i ditt eget speil,Chris Holsten,Norway,2021,15814231,4
2264,good 4 u,Olivia Rodrigo,Norway,2021,15675608,5
2265,Bad Habits,Ed Sheeran,Norway,2021,14203120,6
2266,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,Norway,2021,13603012,7
2267,Sju Fjell,El Papi,Norway,2021,13600284,8
2268,Jeg glemmer deg aldri - fra Rådebank,Emma Steinbakken,Norway,2021,13072795,9
2269,MONTERO (Call Me By Your Name),Lil Nas X,Norway,2021,13022924,10
2270,Otro Trago,"Sech, Darell",Panama,2019,3935009,1
2271,Callaita,"Bad Bunny, Tainy",Panama,2019,3649878,2
2272,Solita,"Sech, Farruko, Zion & Lennox",Panama,2019,3198477,3
2273,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Panama,2019,3194316,4
2274,Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",Panama,2019,3025106,5
2275,LA CANCIÓN,"J Balvin, Bad Bunny",Panama,2019,2947532,6
2276,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",Panama,2019,2857519,7
2277,Secreto,"Anuel AA, KAROL G",Panama,2019,2829133,8
2278,Calma - Remix,"Pedro Capó, Farruko",Panama,2019,2804823,9
2279,Cuaderno,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",Panama,2019,2695762,10
2280,Mundo,IV Of Spades,Philippines,2018,51304709,1
2281,Kathang Isip,Ben&Ben,Philippines,2018,46783256,2
2282,IDGAF,Dua Lipa,Philippines,2018,43864689,3
2283,Tagpuan,Moira Dela Torre,Philippines,2018,36182886,4
2284,The Middle,"Zedd, Maren Morris, Grey",Philippines,2018,35165498,5
2285,Kung 'Di Rin Lang Ikaw,"December Avenue, Moira Dela Torre",Philippines,2018,34831334,6
2286,Sa Ngalan Ng Pag-Ibig,December Avenue,Philippines,2018,32346677,7
2287,Girls Like You (feat. Cardi B),Maroon 5,Philippines,2018,32029158,8
2288,Nadarang,Shanti Dope,Philippines,2018,31831587,9
2289,2002,Anne-Marie,Philippines,2018,31227690,10
2290,Снова я напиваюсь,SLAVA MARLOW,Russia,2020,7927927,1
2291,Дежавю,kizaru,Russia,2020,7364760,2
2292,Москва любит...,Scriptonite,Russia,2020,6000280,3
2293,Blinding Lights,The Weeknd,Russia,2020,5996855,4
2294,Cadillac,"MORGENSHTERN, Eldzhey",Russia,2020,5855286,5
2295,Dynamite,BTS,Russia,2020,5523954,6
2296,Friendly Fire - Prod. Avepack,Boulevard Depo,Russia,2020,5161417,7
2297,Minor,Miyagi & Andy Panda,Russia,2020,5133203,8
2298,Меня не будет,"ANIKV, SALUKI",Russia,2020,5132237,9
2299,Fendi,Rakhim,Russia,2020,5105630,10
2300,Shape of You,Ed Sheeran,Taiwan,2017,7634560,1
2301,Something Just Like This,"The Chainsmokers, Coldplay",Taiwan,2017,7292453,2
2302,演員,Joker Xue,Taiwan,2017,4992477,3
2303,Stay (with Alessia Cara),Zedd,Taiwan,2017,4257537,4
2304,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Taiwan,2017,4191800,5
2305,Closer,"The Chainsmokers, Halsey",Taiwan,2017,3995890,6
2306,Paris,The Chainsmokers,Taiwan,2017,3835304,7
2307,魚仔 - 電視劇<花甲男孩轉大人>主題曲,Crowd Lu,Taiwan,2017,3794233,8
2308,光年之外 (電影 《Passengers》 中國區主題曲),G.E.M.,Taiwan,2017,3733967,9
2309,Attention,Charlie Puth,Taiwan,2017,3657675,10
2310,Havana,"Camila Cabello, Young Thug",Thailand,2017,853365,1
2311,What Lovers Do (feat. SZA),Maroon 5,Thailand,2017,850011,2
2312,New Rules,Dua Lipa,Thailand,2017,793039,3
2313,Perfect,Ed Sheeran,Thailand,2017,754115,4
2314,Look What You Made Me Do,Taylor Swift,Thailand,2017,727080,5
2315,รักตัวเอง,Room 39,Thailand,2017,697327,6
2316,Shape of You,Ed Sheeran,Thailand,2017,687869,7
2317,Dusk Till Dawn - Radio Edit,"ZAYN, Sia",Thailand,2017,674803,8
2318,How Long,Charlie Puth,Thailand,2017,600812,9
2319,รังเกียจกันไหม?,UrboyTJ,Thailand,2017,571950,10
2320,good 4 u,Olivia Rodrigo,United States,2021,316909493,1
2321,drivers license,Olivia Rodrigo,United States,2021,306465075,2
2322,Heat Waves,Glass Animals,United States,2021,274698424,3
2323,Kiss Me More (feat. SZA),Doja Cat,United States,2021,268963860,4
2324,Levitating (feat. DaBaby),Dua Lipa,United States,2021,259084916,5
2325,MONTERO (Call Me By Your Name),Lil Nas X,United States,2021,249089858,6
2326,STAY (with Justin Bieber),The Kid LAROI,United States,2021,241632288,7
2327,RAPSTAR,Polo G,United States,2021,222366492,8
2328,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,United States,2021,217493707,9
2329,deja vu,Olivia Rodrigo,United States,2021,213855457,10
2330,Shape of You,Ed Sheeran,Brazil,2017,95996545,1
2331,Hear Me Now,"Alok, Bruno Martini, Zeeba",Brazil,2017,80890131,2
2332,Vidinha de Balada - Ao Vivo,Henrique & Juliano,Brazil,2017,72531814,3
2333,Te Assumi Pro Brasil - Ao Vivo,Matheus & Kauan,Brazil,2017,64376190,4
2334,Raspão (feat. Simone & Simaria) - Ao Vivo,Henrique & Diego,Brazil,2017,63229258,5
2335,Fazer Falta,Mc Livinho,Brazil,2017,61855558,6
2336,K.O.,Pabllo Vittar,Brazil,2017,61525006,7
2337,Você Partiu Meu Coração (feat. Anitta & Wesley Safadão),Nego do Borel,Brazil,2017,59717280,8
2338,Regime Fechado - Ao Vivo,Simone & Simaria,Brazil,2017,56020768,9
2339,Loka,"Simone & Simaria, Anitta",Brazil,2017,55551400,10
2340,SICKO MODE,Travis Scott,Bulgaria,2018,41093,1
2341,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Bulgaria,2018,40787,2
2342,Without Me,Halsey,Bulgaria,2018,39104,3
2343,"thank u, next",Ariana Grande,Bulgaria,2018,34631,4
2344,ZEZE (feat. Travis Scott & Offset),Kodak Black,Bulgaria,2018,26265,5
2345,Nonstop,Drake,Bulgaria,2018,25887,6
2346,Shallow,"Lady Gaga, Bradley Cooper",Bulgaria,2018,25721,7
2347,Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",Bulgaria,2018,24151,8
2348,Better Now,Post Malone,Bulgaria,2018,22560,9
2349,Venom - Music From The Motion Picture,Eminem,Bulgaria,2018,22296,10
2350,Rojo,J Balvin,Colombia,2020,20834634,1
2351,Hawái,Maluma,Colombia,2020,19753592,2
2352,Tusa,"KAROL G, Nicki Minaj",Colombia,2020,19174683,3
2353,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Colombia,2020,16288286,4
2354,Morado,J Balvin,Colombia,2020,15934161,5
2355,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Colombia,2020,15469692,6
2356,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Colombia,2020,15271075,7
2357,Azul,J Balvin,Colombia,2020,14229006,8
2358,Dance Monkey,Tones And I,Colombia,2020,13070362,9
2359,DÁKITI,"Bad Bunny, Jhay Cortez",Colombia,2020,12794377,10
2360,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Costa Rica,2018,5385984,1
2361,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Costa Rica,2018,4919116,2
2362,Síguelo Bailando,Ozuna,Costa Rica,2018,4570378,3
2363,Me Niego (feat. Ozuna & Wisin),Reik,Costa Rica,2018,3989528,4
2364,Quiero Repetir,"Ozuna, J Balvin",Costa Rica,2018,3940948,5
2365,X,"Nicky Jam, J Balvin",Costa Rica,2018,3900115,6
