,title,artist,date,n
2504,Medicina,Anitta,2018-08,5
2505,Gordelweg,Kevin,2020-05,5
2506,IDOL,BTS,2018-08,5
2507,Made In Turkey,"Murda, Ezhel",2020-06,5
2508,Air Max,"Rim'K, Ninho",2018-07,5
2509,Copines,Aya Nakamura,2018-11,5
2510,Fimi,"Mad Clip, Josephine",2020-06,5
2511,Mitä Mä Malagas?,"Gasellit, JVG",2018-08,5
2512,Amore e Capoeira,"Takagi & Ketra, Giusy Ferreri, Sean Kingston",2018-06,5
2513,Clubbed Up,ClubDub;Ra:tio,2018-06,5
2514,شيراتون,Marwan Moussa,2020-05,5
2515,Casanova,"Summer Cem, Bausa",2018-06,5
2516,Penelope (feat. Clever),william,2020-05,5
2517,Karaoke,"Boomdabash, Alessandra Amoroso",2020-06,5
2518,Ewa Ewa,"Chivv, Diquenza",2019-02,5
2519,Biladerim İçin,Ben Fero,2019-05,5
2520,רחוק מכולם,Omer Adam,2018-12,5
2521,Don't Call Me Up,Mabel,2019-04,5
2522,Nostalgiaa,Evelina,2018-12,5
2523,"LIV$TIL (feat. Benny Jamz, Gilli & MellemFingaMuzik)",Molo,2018-10,5
2524,All In,"Branco, Gilli",2019-04,5
2525,1000°C,"Lomepal, Roméo Elvis",2018-12,5
2526,GANGSTA,"SNIK, A!MS",2018-10,5
2527,"Tumbando el Club (feat. C.R.O, Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix","Neo Pistea, Obie Wanshot",2019-04,5
2528,Islah,"Muşta, Şehinşah",2018-11,5
2529,Madrina,"Maes, Booba",2018-10,5
2530,Better,Khalid,2018-10,5
2531,Vossi Bop,Stormzy,2019-04,5
2532,Speciaal,"Frenna, Boef, DJ Madam Julie, Kaeh",2018-10,5
2533,Hatrið mun sigra,Hatari,2019-05,5
2534,Kill This Love,BLACKPINK,2019-06,5
2535,Roli Glitzer Glitzer (feat. Luciano & Eno),Capital Bra,2018-10,5
2536,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,2019-04,5
2537,Loppuun Asti,"Elastinen, Johanna Kurkela",2018-10,5
2538,Someone You Loved,Lewis Capaldi,2019-02,5
2539,Too Late For Love,John Lundvik,2019-02,5
2540,Em Khong The,"Tien Tien, Touliver",2018-10,5
2541,Vendetta,RAF Camora,2019-09,5
2542,Fresa,"TINI, Lalo Ebratt",2019-11,5
2543,Ona by tak chciała,Ronnie Ferrari,2019-09,5
2544,Mekanın Sahibi,Norm Ender,2019-09,5
2545,Kem Kan Eg Ringe (feat. Store P & Lars Vaular),Kygo,2019-06,5
2546,Ma belle,Moha La Squale,2019-09,5
2547,Pass auf wen du liebst,Ufo361,2019-03,5
2548,MAMA,"6ix9ine, Nicki Minaj, Kanye West",2018-11,5
2549,Ransom,Lil Tecca,2019-09,5
2550,Buwan,juan karlos,2018-12,5
2551,"""Bekhayali (From """"Kabir Singh"""")""","Sachet Tandon, Sachet-Parampara",2019-05,5
2552,London Town,"Branco, Gilli",2019-10,5
2553,Aventura,"Lunay, Ozuna, Anuel AA",2019-11,5
2554,Don't Start Now,Dua Lipa,2019-11,5
2555,Toz Taneleri,Sagopa Kajmer,2019-12,5
2556,Ykhalik Lili,Saad Lamjarred,2019-09,5
2557,Nummer,"Ufo361, RAF Camora",2019-07,5
2558,Vitleysan Eins,Herra Hnetusmjör,2019-07,5
2559,Halloween 2,LFERDA,2019-11,5
2560,AYA,"Murda, Ezhel",2020-01,5
2561,Everything I Need (From Aquaman: Original Motion Picture Soundtrack) - Film Version,Skylar Grey,2018-12,5
2562,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",2019-12,5
2563,Imahe,Magnus Haven,2020-03,5
2564,Ransom,Lil Tecca,2019-07,5
2565,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,2020-01,5
2566,BACK TO BUSINESS,"Branco, Gilli",2020-02,5
2567,Ringo Starr,Pinguini Tattici Nucleari,2020-02,5
2568,Enginn eins og þú,Auður,2019-08,5
2569,Si Te Vas,"Sech, Ozuna",2019-09,5
2570,Matrix,Apache 207,2020-03,5
2571,ภาวนา,MEYOU,2019-12,5
2572,Nu Vi Skiner,Einár,2019-08,5
2573,Hei rakas,BEHM,2019-10,5
2574,2U (feat. Justin Bieber),David Guetta,2017-08,5
2575,Intentions,"Justin Bieber, Quavo",2020-02,5
2576,Pura Pura Lupa,Mahen,2020-02,5
2577,Og,Separ,2020-02,5
2578,žmones nesupras,OG Version,2020-01,5
2579,In the Air,L.A.B.,2020-03,5
2580,Berlin,"Samra, Capital Bra",2020-03,5
2581,Matrix,Apache 207,2020-02,5
2582,Mahragan Bent El Geran,"Hassan Shakosh, Omar Kamal",2020-02,5
2583,Beatcoin,Ceza,2019-12,5
2584,Rich Rich,Ufo361,2020-02,5
2585,H <3 T E L,"Dardan, Monet192",2020-03,5
2586,Aamukuuteen (feat. Erin),Antti Tuisku,2017-08,5
2587,Me Tehtiin Tää,Robin,2017-08,5
2588,HIGHEST IN THE ROOM,Travis Scott,2020-04,5
2589,Si Veo a Tu Mamá,Bad Bunny,2020-02,5
2590,Asif Habibi Feat Fnaire,Saad Lamjarred,2020-02,5
2591,City Lights,Blanche,2017-05,5
2592,4x Duurder,"SBMG, Stijco, Lil Kleine",2017-05,5
2593,Vùng Ký Ức,Chillies,2020-03,5
2594,Think Before I Talk,Astrid S,2017-08,5
2595,Rica (feat. Kesi & Sivas),Gilli,2017-07,5
2596,Magic,Light,2020-03,5
2597,Thunder,Imagine Dragons,2017-05,5
2598,Ég Vil Það,"Chase Anthony, JóiPé",2017-07,5
2599,Jag trodde änglarna fanns,Kamferdrops,2017-06,5
2600,DaysGo,"Gleb, Ty",2020-08,5
2601,Dargın,"Zeynep Bastık, Emir Can İğrek",2020-09,5
2602,Made In Turkey,"Murda, Ezhel",2020-07,5
2603,A Correr los Lakers (Remix),"""El Alfa, Nicky Jam, Ozuna, Arcangel, Secreto """"El Famoso Biberon""""""",2020-07,5
2604,Kafamda kentsel dönüşümler,İkiye On Kala,2020-08,5
2605,Snik Snak,Gilli,2020-07,5
2606,Europa,"Taco Hemingway, Bedoes, Zeppy Zep",2020-09,5
2607,Melek,Reynmen,2021-01,5
2608,Rohdiamant ٢٠٢٠,Samra,2020-10,5
2609,Teka Lang,Emman,2020-08,5
2610,وش عذرك,Abdullah Al Farwan,2021-07,5
2611,Yeshbahak Galbi,Aseel Hameem,2021-01,5
2612,רסיסים,Raviv Kaner,2021-01,5
2613,แฟนใหม่หน้าคุ้น,"Maiyarap, MILLI",2020-11,5
2614,MELHOR OU PIOR,WUANT,2020-09,5
2615,Nota,Dizzy DROS,2020-12,5
2616,"MACHETE SATELLITE (feat. Salmo, Taxi B & Greg Willen)","BLOODY VINYL, Slait, Young Miles",2020-10,5
2617,Niya,Manal,2020-11,5
2618,لغبطيطا,"Omar Kamal, Hassan Shakosh",2020-11,5
2619,Wet,"SNIK, TOQUEL, MG, GAMEBOY",2021-07,5
2620,Main Tumhara,"A.R. Rahman, Jonita Gandhi, Hriday Gattani",2020-07,5
2621,Unterwegs,Apache 207,2020-07,5
2622,רסיסים,Raviv Kaner,2020-10,5
2623,Frida,BEHM,2020-12,5
2624,Melbourne,"Morvasu, TangBadVoice",2020-07,5
2625,Baby,Mad Clip,2021-04,5
2626,Streets,Doja Cat,2021-02,5
2627,אפס מאמץ,"Static & Ben El, Netta",2021-07,5
2628,Hustla,Wegz,2020-11,5
2629,Ohne Dich,"KASIMIR1441, badmómzjay, WILDBWOYS",2021-03,5
2630,ถ้าเขาจะรัก (ยืนเฉยๆเขาก็รัก),First Anuwat,2020-09,5
2631,FALA,"Guzior, Oskar83",2020-10,5
2632,Jeg glemmer deg aldri - fra Rådebank,Emma Steinbakken,2021-03,5
2633,Dynamite,BTS,2021-03,5
2634,Double Up,Ian,2020-11,5
2635,"Ele É Ele, Eu Sou Eu","Wesley Safadão, Os Barões Da Pisadinha",2021-02,5
2636,Pettäjä,SANNI,2021-05,5
2637,DEMODE,"RICTA, Immune, Savv",2021-03,5
2638,La kiffance,Naps,2021-06,5
2639,Kool G Rap,"Loko Loko, Rytmus",2021-05,5
2640,Paradise (feat. Dermot Kennedy),MEDUZA,2020-12,5
2641,Umsebenzi Wethu,"Busta 929, Mpura, Zuma, Mr JazziQ, Lady Du, Reece Madlisa",2021-03,5
2642,Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",2021-04,5
2643,Cristal & МОЁТ (feat. SODA LUV & blago white & OG Buda & MAYOT) - Remix,MORGENSHTERN,2021-05,5
2644,Martılar,EDIS,2021-03,5
2645,Vauhti kiihtyy (feat. Matti ja Teppo),Portion Boys,2021-06,5
2646,Vďaka Ti - Acoustic Version,"Puerto, Yael",2021-06,5
2647,MONTERO (Call Me By Your Name),Lil Nas X,2021-06,5
2648,"Volta Bebê, Volta Neném","Dj Guuga, DJ Ivis",2021-04,5
2649,Lili,Plylist,2021-04,5
2650,Нету интереса,10AGE,2021-03,5
2651,Qué Más Pues?,"J Balvin, Maria Becerra",2021-06,5
2652,Suena El Dembow,"Joey Montana, Sebastian Yatra",2017-11,5
2653,Kiss Me More (feat. SZA),Doja Cat,2021-04,5
2654,Σ. MOROSE,Damso,2021-04,5
2655,打上花火,"DAOKO, Kenshi Yonezu",2017-09,5
2656,Explícale (feat. Bad Bunny),Yandel,2017-10,5
2657,Reckless,Madison Beer,2021-06,5
2658,Friends (with BloodPop®),Justin Bieber,2017-09,5
2659,Qué Más Pues?,"J Balvin, Maria Becerra",2021-08,5
2660,Mak Maka,Korsh Azizi,2021-11,5
2661,What Lovers Do (feat. SZA),Maroon 5,2017-10,5
2662,Meu Pedaço de Pecado,João Gomes,2021-09,5
2663,Don't Shut Me Down,ABBA,2021-09,5
2664,Mind1,"Azahriah, DESH",2021-08,5
2665,Chega E Senta - Ao Vivo,John Amplificado,2021-09,5
2666,SIRI,Shahyn,2021-10,5
2667,Mind1,"Azahriah, DESH",2021-11,5
2668,10von10,Pajel,2021-09,5
2669,係咁先啦 (feat. Kayan9896),MC $oho & KidNey,2021-10,5
2670,TrapLife,"FLY LO, Mike G",2021-10,5
2671,7 rings,Ariana Grande,2021-08,5
2672,Do It To It,"ACRAZE, Cherish",2021-11,5
2673,Diego Armando Maradona,Dark Polo Gang,2018-01,5
2674,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-12,5
2675,113,"Booba, Damso",2017-12,5
2676,Criminal,"Natti Natasha, Ozuna",2018-01,5
2677,Officieel,Broederliefde,2017-12,5
2678,Malvadão 3,"Xamã, Gustah, Neo Beats",2021-12,5
2679,Notti In Bianco,BLANCO,2021-09,5
2680,DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe),KUMMER,2021-11,5
2681,Antes de Ti,"Rusherking, Maria Becerra",2021-10,5
2682,An Thần,"Low G, Thắng",2021-10,5
2683,Út í geim,Birnir,2018-01,5
2684,Barking,Ramz,2018-01,5
2685,Treading Water,Chris Kläfford,2017-12,5
2686,Rett i foret,Karpe,2017-12,5
2687,Башня,"Даня Милохин, Mumiy Troll",2021-11,5
2688,Koisuru Fortune Cookie คุกกี้เสี่ยงทาย,BNK48,2017-12,5
2689,Ein Jahr (feat. Montez),Capital Bra,2021-11,5
2690,m%n,tha Supreme,2021-10,5
2691,Moth To A Flame (with The Weeknd),Swedish House Mafia,2021-10,5
2692,Limousine (Feat. MINO) (Prod. GRAY),BE'O,2021-11,5
2693,Amarrau,KAVVO,2021-09,5
2694,IDGAF,Dua Lipa,2018-01,5
2695,Chega E Senta - Ao Vivo,John Amplificado,2021-08,5
2696,Hurricane,Kanye West,2021-08,5
2697,Sick Boy,The Chainsmokers,2018-01,5
2698,Désaccordé,Vald,2018-01,5
2699,Colocao,Nicki Nicole,2020-06,4
2700,Change,ONE OK ROCK,2018-05,4
2701,Magad vä?,"Reket, Liis Lemsalu, Avoid Dave",2020-06,4
2702,In meinem Benz,"AK AUSSERKONTROLLE, Bonez MC",2020-06,4
2703,Nevada,Madd,2020-06,4
2704,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018-04,4
2705,River (feat. Ed Sheeran),Eminem,2018-02,4
2706,Without You (feat. Sandro Cavazza),Avicii,2018-05,4
2707,Mauvaise graine,Nekfeu,2017-01,4
2708,Satutat mua,TIPPA,2018-04,4
2709,The Middle,"Zedd, Maren Morris, Grey",2018-02,4
2710,Castle on the Hill,Ed Sheeran,2017-01,4
2711,Rikkinäinen Prinsessa,Nikke Ankara,2018-03,4
2712,Toy,Netta,2018-05,4
2713,Non Stop,Ronnie Flex,2018-03,4
2714,Villi länsi,JVG,2020-06,4
2715,Ta Tum Tum,"MC Kevinho, Simone & Simaria",2018-02,4
2716,Tranquillo (feat. Branco),Gilli,2018-02,4
2717,Aldrei Heim,Aron Can,2018-02,4
2718,CHẠY NGAY ĐI,"Sơn Tùng M-TP, Onionn",2018-05,4
2719,Mafiosa (feat. Caroliina),Lartiste,2018-03,4
2720,100 zhivota,Galena,2020-05,4
2721,Back To You,Selena Gomez,2018-05,4
2722,The Ringer,Eminem,2018-09,4
2723,No Es Justo,"J Balvin, Zion & Lennox",2018-05,4
2724,年少有為,Ronghao Li,2018-09,4
2725,Estamos Bien,Street Rappers,2018-07,4
2726,I'm Upset,Drake,2018-05,4
2727,KIKI (feat. Gilli),LOLO,2020-05,4
2728,Beautiful (feat. Camila Cabello),Bazzi,2018-10,4
2729,Airwaves,Pashanim,2020-06,4
2730,บอกตัวเอง (feat. โป่ง หินเหล็กไฟ),Room 39,2018-06,4
2731,Niekde V Oblakoch,Saul,2020-06,4
2732,Party,Floni,2018-06,4
2733,Change,ONE OK ROCK,2018-06,4
2734,Cambiare Adesso,Dark Polo Gang,2018-10,4
2735,Hoe Je Bent,"Broederliefde, Frenna",2018-06,4
2736,Holder Fast,"Hennedub, Gilli, Lukas Graham",2018-04,4
2737,Mala Mía,Maluma,2018-09,4
2738,Meraih Bintang,Via Vallen,2018-08,4
2739,Desce Pro Play (PA PA PA),"Mc Zaac, Anitta, Tyga",2020-06,4
2740,JUNGLE,MellemFingaMuzik,2018-12,4
2741,HOMÈRIS,OG Version,2020-06,4
2742,Lucky You (feat. Joyner Lucas),Eminem,2018-08,4
2743,Fiji,Taco Hemingway,2018-07,4
2744,A nie pamiętasz jak?,"SB Maffija, Mata, White 2115, Jan-Rapowanie, Janusz Walczuk, Kacperczyk, Beteo",2020-06,4
2745,Fumo Da Solo,Izi,2018-10,4
2746,Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",2018-08,4
2747,Na Raba Toma Tapão,Niack,2020-05,4
2748,IDOL,"BTS, Nicki Minaj",2018-08,4
2749,BONNIE & CLYDE,"Loredana, Mozzik",2018-09,4
2750,Surullinen Klovni,"MKDMSK, Pyhimys",2019-04,4
2751,CABRIOLET (feat. Sfera Ebbasta),Salmo,2018-11,4
2752,In My Mind,"Dynoro, Gigi D'Agostino",2018-12,4
2753,Herres,Sevn Alias,2019-05,4
2754,In meinem Benz,"AK AUSSERKONTROLLE, Bonez MC",2020-05,4
2755,浪流連,EggPlantEgg,2018-09,4
2756,Pauwi Nako,"PDL, Skusta Clee, Jnske, Bullet D, Yuridope, Flow G",2019-04,4
2757,Planer,"Gilli, Branco",2019-02,4
2758,Lost in the Fire,"Gesaffelstein, The Weeknd",2019-01,4
2759,Without Me,Halsey,2019-01,4
2760,Next,"Ufo361, RIN",2019-05,4
2761,I Tuoi Particolari,Ultimo,2019-02,4
2762,Gimma,Josylvio,2019-04,4
2763,Wow.,Post Malone,2019-02,4
2764,Hei kevät,SANNI,2019-05,4
2765,Hornstullsstrand,"Hov1, Veronica Maggio",2019-05,4
2766,還願,No Party For Cao Dong,2019-02,4
2767,Khapta,"Heuss L'enfoiré, Sofiane",2019-03,4
2768,Trop beau,Lomepal,2018-12,4
2769,JAMBO,"Takagi & Ketra, OMI, Giusy Ferreri",2019-07,4
2770,Médicament,"Niska, Booba",2019-06,4
2771,今夜このまま,Aimyon,2018-10,4
2772,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-10,4
2773,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,2019-10,4
2774,Goteo,Duki,2019-10,4
2775,Gauč n Bass,Gleb,2019-05,4
2776,Blaablaa (En kuule sanaakaan) [Vain elämää kausi 10],Lauri Tähkä,2019-09,4
2777,Never Go Back,Dennis Lloyd,2019-03,4
2778,La Romana,"Bad Bunny, El Alfa",2018-12,4
2779,Mo Bamba,Sheck Wes,2018-10,4
2780,Mượn Rượu Tỏ Tình,"BigDaddy, Emily",2019-03,4
2781,Speechless (Full),Naomi Scott,2019-06,4
2782,Yok Yok,Feride Hilal Akın,2019-06,4
2783,Business,TOQUEL,2019-05,4
2784,The London (feat. J. Cole & Travis Scott),Young Thug,2019-05,4
2785,En Sang (feat. Gucci Mane),Emil Stabil,2019-08,4
2786,Jesteś ładniejsza niż na zdjęciach (na zawsze),"Bedoes, Lanek",2019-12,4
2787,Bohemian Rhapsody - Remastered 2011,Queen,2018-12,4
2788,Circles,Post Malone,2019-11,4
2789,Aluspükse,"5MIINUST, nublu",2019-06,4
2790,ROXANNE,Arizona Zervas,2020-01,4
2791,bigos,"schafter, Taco Hemingway",2019-11,4
2792,แอบดี (How to live without you),Stamp,2019-12,4
2793,XO,"Yasin, Dree Low",2020-01,4
2794,Lepšia Pesnička,DMS,2018-12,4
2795,Supera - Ao Vivo,Marília Mendonça,2019-09,4
2796,Elle est bonne sa mère,"Vegedream, Ninho",2019-06,4
2797,VOGUE,"Bedoes, Lanek",2019-12,4
2798,Malbik,"Emmsjé Gauti, Króli",2019-11,4
2799,Cargoo,SecondT3,2020-01,4
2800,Circles,Post Malone,2019-08,4
2801,מסע,Eliad,2019-09,4
2802,How To Love (feat. GRAY),ALLY,2020-03,4
2803,Peroxid 3,Pil C,2019-11,4
2804,Mitten av september,Hov1,2020-01,4
2805,Růže,"Calin, STEIN27",2019-09,4
2806,BRABA,Luísa Sonza,2020-04,4
2807,Pilasit mun elämän (Forever Yours) [Vain elämää kausi 10],Elastinen,2019-10,4
2808,ROMANTICPSYCHO,Quebonafide,2020-02,4
2809,Sigues Con El,"Dímelo Flow, Arcangel, Sech",2020-01,4
2810,El Gemeza,"Marwan Pablo, Molotof Music",2019-10,4
2811,The Box,Roddy Ricch,2020-04,4
2812,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,2019-12,4
2813,Without You,高爾宣 OSN,2019-11,4
2814,Hinar stelpurnar,Floni,2020-03,4
2815,Wir sind Kral,"Ufo361, Ezhel",2019-10,4
2816,Boogieman (feat. Salmo),Ghali,2020-01,4
2817,WIP WUP,"Mindset, DABOYWAY, Younggu, Diamond",2020-02,4
2818,Så'n der,Tessa,2020-03,4
2819,Helt seriöst,Kaliffa,2017-08,4
2820,Who (feat. BTS),Lauv,2020-03,4
2821,Lối Nhỏ,"Đen, Phương Anh Đào",2019-10,4
2822,魚仔 - 電視劇<花甲男孩轉大人>主題曲,Crowd Lu,2017-08,4
2823,นิโคติน,Mirrr,2020-03,4
2824,Není Limit,Nik Tendo,2020-04,4
2825,Hitaasti,Evelina,2020-01,4
2826,Good Times,Ghali,2020-03,4
2827,Paaristõuked,"5MIINUST, Villemdrillem",2019-12,4
2828,La Bella Mafia,Wet Bed Gang,2020-02,4
2829,Happy Days,Ghali,2017-06,4
2830,I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-06,4
2831,Niedostępny (prod. by Olek) (feat. DMN),Malik Montana,2020-02,4
2832,PUB G (feat. Branco & Larry 44),LOLO,2019-12,4
2833,90-60-111,Shirin David,2020-04,4
2834,Älä jätä roikkuu,JVG,2017-08,4
2835,Genda Phool (feat. Payal Dev),Badshah,2020-03,4
2836,Hula Hula,"Robin, Nelli Matula",2017-03,4
2837,Nunca Estoy,C. Tangana,2020-04,4
2838,Believer,Imagine Dragons,2017-06,4
2839,XO TOUR Llif3,Lil Uzi Vert,2017-07,4
2840,In the End,Linkin Park,2017-07,4
2841,Sen Olsan Bari,Aleyna Tilki,2017-07,4
2842,EYO (feat. Nelli Matula),"Profeetat, Cheek, Elastinen",2017-07,4
2843,Trời hôm nay nhiều mây cực!,Đen,2020-08,4
2844,Takk fyrir mig,Ingó Veðurguð,2020-08,4
2845,Happy For You (feat. Vũ.),Lukas Graham,2021-07,4
2846,Come & Go (with Marshmello),Juice WRLD,2020-07,4
2847,Laiaks Lüüa,nublu,2020-08,4
2848,Gang În Sus,"Nane, Oscar, Super Ed",2020-07,4
2849,Bel Bont El3areedh,Hussain Aljassmi,2020-10,4
2850,Más Más Más,Rolf Sanchez,2020-09,4
2851,Thích Em Hơi Nhiều,Wren Evans,2021-07,4
2852,Lithuania (feat. Travis Scott),Big Sean,2020-09,4
2853,BUBBLETEA,"Quebonafide, Duit, Daria Zawiałow",2020-08,4
2854,Melukis Senja,Budi Doremi,2020-12,4
2855,Ge upp igen,"Miriam Bryant, Yasin",2020-12,4
2856,คิด(แต่ไม่)ถึง (Same Page?),Tilly Birds,2020-09,4
2857,Investe Em Mim,Jonas Esticado,2020-10,4
2858,Frida,BEHM,2020-07,4
2859,Paubaya,Moira Dela Torre,2020-11,4
2860,MODO TURBO,"Luísa Sonza, Pabllo Vittar, Anitta",2021-01,4
2861,Lalala,Snor,2020-07,4
2862,Gác Lại Âu Lo,"Da LAB, Miu Lê",2020-11,4
2863,Penelope (feat. Clever),william,2020-12,4
2864,Grand bain,"Dadju, Ninho",2020-08,4
2865,Beautiful Scars,Maximillian,2020-08,4
2866,"Не, мерси - Single",Medi,2020-10,4
2867,Laiaks Lüüa,nublu,2020-07,4
2868,Fendi,"Dirty Harry, TOQUEL, Ortiz",2020-10,4
2869,Alucard,Viktor Sheen,2020-10,4
2870,Dreams - 2004 Remaster,Fleetwood Mac,2020-10,4
2871,Andere Welt,"Capital Bra, Clueso, KC Rebell",2020-07,4
2872,Stjörnurnar,Herra Hnetusmjör,2020-07,4
2873,พี่ไม่หล่อลวง - เพลงประกอบภาพยนตร์ อ้าย..คนหล่อลวง,BamBam,2020-12,4
2874,Hecha Pa' Mi,Boza,2021-01,4
2875,John Vuli Gate,"Mapara A Jazz, Ntosh Gazi, Calona",2020-10,4
2876,Dance With You,"Skusta Clee, Yuridope",2021-01,4
2877,RATPI WORLD,Booba,2021-02,4
2878,Jeans,Justin Quiles,2020-10,4
2879,Regii Romaniei,"Abi, Dani Mocanu",2020-09,4
2880,All She Wrote,SIX60,2021-03,4
2881,Calling My Phone,"Lil Tjay, 6LACK",2021-03,4
2882,CHIAMAMI PER NOME,"Francesca Michielin, Fedez",2021-03,4
2883,PEPPERMINT,Luciano,2021-03,4
2884,Bottiglie Privè,Sfera Ebbasta,2020-10,4
2885,tystnar i luren,"Miriam Bryant, Victor Leksell",2021-03,4
2886,Veli mä vannon,Gettomasa,2020-11,4
2887,Buongiorno,KIDD,2021-05,4
2888,NAZAR,BEGE,2020-11,4
2889,Sobrio,Maluma,2021-07,4
2890,Ти не си за мен,Galena,2021-07,4
2891,Poznamenaný,"Robin Zoot, Viktor Sheen",2021-05,4
2892,John Wick,"De Mthuda, Sir Trill, Da Muziqal Chef",2021-04,4
2893,LA CANZONE NOSTRA ⟁ (con BLANCO & Salmo),MACE,2021-02,4
2894,DÁKITI,"Bad Bunny, Jhay Cortez",2021-04,4
2895,ドライフラワー,優里,2021-01,4
2896,สายตาหลอกกันไม่ได้ (Eyes don't lie),Ink Waruntorn,2021-03,4
2897,Ti Fovasai,Light,2021-06,4
2898,Malá Biš,Nik Tendo,2020-12,4
2899,Si Es Trucho Es Trucho,"Axel Rulay, Verbo Flow",2021-03,4
2900,Love Story (Taylor’s Version),Taylor Swift,2021-02,4
2901,גדל לי קצת זקן,Eden Hason,2021-03,4
2902,Umsebenzi Wethu,"Busta 929, Mpura, Zuma, Mr JazziQ, Lady Du, Reece Madlisa",2021-02,4
2903,Magus melanhoolia,Jüri Pootsmann,2021-02,4
2904,Färger,Asme,2021-05,4
2905,Blå,Hov1,2021-06,4
2906,10 Years,Daði Freyr,2021-05,4
2907,Kokaina,TOQUEL,2021-05,4
2908,LILAC,IU,2021-03,4
2909,Dark Side,Blind Channel,2021-05,4
2910,Next Level,aespa,2021-05,4
2911,Ghaba,Marwan Pablo,2021-02,4
2912,"Engel, Ikke Dra",TIX,2021-05,4
2913,Runaway,AURORA,2021-04,4
2914,Worki W Tłum,"Oki, Young Igi, Otsochodzi, OIO",2021-05,4
2915,m y . l i f e (with 21 Savage & Morray),J. Cole,2021-05,4
2916,Alitis,"Mad Clip, Strat, BeTaf Beats",2021-03,4
2917,Look What You Made Me Do,Taylor Swift,2017-10,4
2918,Zygzak,"Ekipa, Jacuś",2021-05,4
2919,Deixe Me Ir - Acústico,"1Kilo, Knust, Baviera",2017-10,4
2920,Samma gamla vanliga,A36,2021-05,4
2921,Too Good At Goodbyes - Edit,Sam Smith,2017-11,4
2922,Rosenkrieg,"Loredana, Mozzik",2021-05,4
2923,Ti Fovasai,Light,2021-05,4
2924,Too Good At Goodbyes,Sam Smith,2017-09,4
2925,Trapano,MadMan,2017-11,4
2926,farebna preliezka,"Samey, Separ",2021-09,4
2927,Kelpaat kelle vaan (Vain elämää kausi 7) [feat. Apocalyptica],SANNI,2017-10,4
2928,Sinä ansaitset kultaa (Vain elämää kausi 7),Cheek,2017-09,4
2929,Todo De Ti,Rauw Alejandro,2021-09,4
2930,Linda,"Tokischa, ROSALÍA",2021-09,4
2931,Entre Nosotros,"Tiago PZK, LIT killah",2021-09,4
2932,Runtuh,"Feby Putri, Fiersa Besari",2021-10,4
2933,Dalga,Batuflex,2021-10,4
2934,"Cześć, jak się masz?","Sobel, sanah",2021-10,4
2935,Dimelo Ma,"Pailita, Marcianeke",2021-09,4
2936,Chambea,Bad Bunny,2017-12,4
2937,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-12,4
2938,RAMPA,"DMS, Horkýže Slíže",2021-09,4
2939,Báilame - Remix,"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",2017-09,4
2940,Atlantida,Miro Žbirka,2021-11,4
2941,Too Good At Goodbyes,Sam Smith,2017-12,4
2942,Gorgeous,Taylor Swift,2017-10,4
2943,HIGH,"Hava, Dardan",2021-11,4
2944,Agora Vai Sentar,MC's Jhowzinho & Kadinho,2017-12,4
2945,Szmata,Mata,2021-09,4
2946,Never Be the Same,Camila Cabello,2018-01,4
2947,Queendom,Red Velvet,2021-08,4
2948,عفاريت الأسفلت,Wegz,2021-08,4
2949,Ajándék,Paulina,2021-10,4
2950,Dalga,Batuflex,2021-09,4
2951,Menned kell,"ALEE, APU",2021-11,4
2952,Crazy,"Lost Frequencies, Zonderling",2017-12,4
2953,99 Problems,"Big Baby Tape, kizaru",2021-10,4
2954,Beverly Hills,Ufo361,2018-02,3
2955,Bro Bro,Zola,2020-05,3
2956,Mä hiihdän,Antti Tuisku,2017-01,3
2957,Rain On Me (with Ariana Grande),Lady Gaga,2020-06,3
2958,Wolves,"Selena Gomez, Marshmello",2018-02,3
2959,Pizza Kebab,Ghali,2017-02,3
2960,Ked Af Det,Gulddreng,2017-01,3
2961,Popkorni,JVG,2018-02,3
2962,體面(電影《前任3:再見前任》插曲),Kelly Yu,2018-05,3
2963,Olha a Explosão,MC Kevinho,2017-02,3
2964,Corazón,"Maluma, Nego do Borel",2018-02,3
2965,Stai,"Killa Fonic, Nane",2020-06,3
2966,Indecente,Anitta,2018-04,3
2967,連名帶姓,A-Mei Chang,2018-02,3
