,title,artist,region,year,n,Rank
3485,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Paraguay,2018,365,6
3486,Dembow,Danny Ocean,Paraguay,2018,365,7
3487,Esperándote,Manuel Turizo,Paraguay,2018,365,8
3488,Me Rehúso,Danny Ocean,Paraguay,2018,365,9
3489,Solo - Remix,"Lary Over, Amenazzy, Farruko",Paraguay,2018,365,10
3490,Believer,Imagine Dragons,Paraguay,2018,365,11
3491,Shape of You,Ed Sheeran,Paraguay,2018,364,12
3492,Robarte un Beso,"Carlos Vives, Sebastian Yatra",Paraguay,2018,364,13
3493,Thunder,Imagine Dragons,Paraguay,2018,364,14
3494,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)","Ozuna, Bad Bunny, Farruko, Ñengo Flow",Paraguay,2018,362,15
3495,Síguelo Bailando,Ozuna,Paraguay,2018,360,16
3496,Criminal,"Natti Natasha, Ozuna",Paraguay,2018,358,17
3497,Una Lady Como Tú,Manuel Turizo,Paraguay,2018,356,18
3498,New Rules,Dua Lipa,Paraguay,2018,352,19
3499,Bebe (feat. Anuel AA),Ozuna,Paraguay,2018,351,20
3500,Bandido,"Myke Towers, Juhn",Paraguay,2021,334,1
3501,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",Paraguay,2021,334,2
3502,Hawái,Maluma,Paraguay,2021,334,3
3503,A Tu Merced,Bad Bunny,Paraguay,2021,334,4
3504,Una Vez,"Bad Bunny, Mora",Paraguay,2021,334,5
3505,TE MUDASTE,Bad Bunny,Paraguay,2021,334,6
3506,Hasta Abajo,"Kevin Roldan, Bryant Myers, Lyanno",Paraguay,2021,334,7
3507,Si Veo a Tu Mamá,Bad Bunny,Paraguay,2021,334,8
3508,Una Locura,"Ozuna, J Balvin, Chencho Corleone",Paraguay,2021,334,9
3509,Vete,Bad Bunny,Paraguay,2021,334,10
3510,Amor Platonico,Los Verduleros,Paraguay,2021,334,11
3511,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",Paraguay,2021,334,12
3512,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Paraguay,2021,334,13
3513,LA CANCIÓN,"J Balvin, Bad Bunny",Paraguay,2021,334,14
3514,DÁKITI,"Bad Bunny, Jhay Cortez",Paraguay,2021,334,15
3515,Si Estuviésemos Juntos,Bad Bunny,Paraguay,2021,334,16
3516,La Forma en Que Me Miras,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",Paraguay,2021,334,17
3517,Callaita,"Bad Bunny, Tainy",Paraguay,2021,334,18
3518,Si Me Tomo Una Cerveza,"Migrantes, Alico",Paraguay,2021,334,19
3519,Toda Remix - Remix,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",Paraguay,2021,334,20
3520,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)","Ozuna, Bad Bunny, Farruko, Ñengo Flow",Peru,2017,362,1
3521,La Bicicleta,"Carlos Vives, Shakira",Peru,2017,362,2
3522,Otra vez (feat. J Balvin),Zion & Lennox,Peru,2017,362,3
3523,Faded,Alan Walker,Peru,2017,362,4
3524,Reggaetón Lento (Bailemos),CNCO,Peru,2017,362,5
3525,Let Me Love You,"DJ Snake, Justin Bieber",Peru,2017,362,6
3526,Me llamas (feat. Maluma) - Remix,Piso 21,Peru,2017,362,7
3527,Caraluna,Bacilos,Peru,2017,362,8
3528,Borro Cassette,Maluma,Peru,2017,362,9
3529,Vacaciones,Wisin,Peru,2017,362,10
3530,Traicionera,Sebastian Yatra,Peru,2017,362,11
3531,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Peru,2017,362,12
3532,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,Peru,2017,362,13
3533,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","IAmChino, El Chacal",Peru,2017,362,14
3534,24K Magic,Bruno Mars,Peru,2017,362,15
3535,Andas En Mi Cabeza,"Chino & Nacho, Daddy Yankee",Peru,2017,362,16
3536,Vente Pa' Ca (feat. Maluma),Ricky Martin,Peru,2017,362,17
3537,Tienes La Magia,Lil Silvio & El Vega,Peru,2017,362,18
3538,Por Fin Te Encontré,"Cali Y El Dandee, Juan Magán, Sebastian Yatra",Peru,2017,361,19
3539,Soy Peor,Bad Bunny,Peru,2017,361,20
3540,Just the Way You Are,Bruno Mars,Philippines,2021,334,1
3541,Beautiful Scars,Maximillian,Philippines,2021,334,2
3542,Araw-Araw,Ben&Ben,Philippines,2021,334,3
3543,Strawberries & Cigarettes,Troye Sivan,Philippines,2021,334,4
3544,Best Part (feat. Daniel Caesar),H.E.R.,Philippines,2021,334,5
3545,Kathang Isip,Ben&Ben,Philippines,2021,334,6
3546,Kung 'Di Rin Lang Ikaw,"December Avenue, Moira Dela Torre",Philippines,2021,334,7
3547,Maybe The Night,Ben&Ben,Philippines,2021,334,8
3548,Higa,Arthur Nery,Philippines,2021,334,9
3549,Rainbow,South Border,Philippines,2021,334,10
3550,Stuck with U (with Justin Bieber),Ariana Grande,Philippines,2021,334,11
3551,lowkey,NIKI,Philippines,2021,334,12
3552,Mundo,IV Of Spades,Philippines,2021,334,13
3553,Dynamite,BTS,Philippines,2021,334,14
3554,Sa Susunod na Habang Buhay,Ben&Ben,Philippines,2021,334,15
3555,Say You Won't Let Go,James Arthur,Philippines,2021,334,16
3556,Malibu Nights,LANY,Philippines,2021,334,17
3557,Ikaw Lamang,Silent Sanctuary,Philippines,2021,334,18
3558,KLWKN,Music Hero,Philippines,2021,334,19
3559,2002,Anne-Marie,Philippines,2021,334,20
3560,The Box,Roddy Ricch,Saudi Arabia,2020,366,1
3561,Someone You Loved,Lewis Capaldi,Saudi Arabia,2020,366,2
3562,ROXANNE,Arizona Zervas,Saudi Arabia,2020,366,3
3563,Dance Monkey,Tones And I,Saudi Arabia,2020,366,4
3564,Blinding Lights,The Weeknd,Saudi Arabia,2020,366,5
3565,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,Saudi Arabia,2020,366,6
3566,Warqa,Saif Amer,Saudi Arabia,2020,366,7
3567,Waed Menni,Rahma Riad,Saudi Arabia,2020,366,8
3568,Falling,Trevor Daniel,Saudi Arabia,2020,366,9
3569,Детство,Rauf & Faik,Saudi Arabia,2020,366,10
3570,Believer,Imagine Dragons,Saudi Arabia,2020,366,11
3571,Get You The Moon (feat. Snøw),Kina,Saudi Arabia,2020,366,12
3572,Jocelyn Flores,XXXTENTACION,Saudi Arabia,2020,366,13
3573,Without Me,Halsey,Saudi Arabia,2020,366,14
3574,Ya Abyad Ya Eswed,Cairokee,Saudi Arabia,2020,366,15
3575,كان يهمني,Assala Nasri,Saudi Arabia,2020,366,16
3576,It's You,Ali Gatie,Saudi Arabia,2020,366,17
3577,Lucid Dreams,Juice WRLD,Saudi Arabia,2020,366,18
3578,lovely (with Khalid),Billie Eilish,Saudi Arabia,2020,366,19
3579,the remedy for a broken heart (why am I so in love),XXXTENTACION,Saudi Arabia,2020,366,20
3580,Lepšia Pesnička,DMS,Slovakia,2021,334,1
3581,Head & Heart (feat. MNEK),Joel Corry,Slovakia,2021,334,2
3582,Sweater Weather,The Neighbourhood,Slovakia,2021,334,3
3583,Rolls,"Yzomandias, Nik Tendo",Slovakia,2021,334,4
3584,The Business,Tiësto,Slovakia,2021,334,5
3585,Viac,"Nerieš, Separ",Slovakia,2021,334,6
3586,Levitating (feat. DaBaby),Dua Lipa,Slovakia,2021,334,7
3587,Ahoj Ahoj Čo Ty,Separ,Slovakia,2021,334,8
3588,MDMS,DMS,Slovakia,2021,334,9
3589,Blinding Lights,The Weeknd,Slovakia,2021,334,10
3590,Mood (feat. iann dior),24kGoldn,Slovakia,2021,334,11
3591,Ruka Na Volante,Nerieš,Slovakia,2021,334,12
3592,OG,Separ,Slovakia,2021,334,13
3593,Až na měsíc,"Viktor Sheen, Nik Tendo, Calin, Hasan",Slovakia,2021,334,14
3594,Astronaut In The Ocean,Masked Wolf,Slovakia,2021,334,15
3595,Zatmenie,"Ego, Stylko",Slovakia,2021,334,16
3596,Pumpa,"Ego, Sima, Ben Cristovao",Slovakia,2021,333,17
3597,Paradise (feat. Dermot Kennedy),MEDUZA,Slovakia,2021,333,18
3598,Niekde V Oblakoch,Saul,Slovakia,2021,332,19
3599,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Slovakia,2021,329,20
3600,Boy With Luv (feat. Halsey),BTS,South Korea,2021,302,1
3601,I Like Me Better,Lauv,South Korea,2021,302,2
3602,METEOR,CHANGMO,South Korea,2021,302,3
3603,Life Goes On,BTS,South Korea,2021,302,4
3604,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",South Korea,2021,302,5
3605,2002,Anne-Marie,South Korea,2021,302,6
3606,Blinding Lights,The Weeknd,South Korea,2021,302,7
3607,Square (2017),Yerin Baek,South Korea,2021,302,8
3608,Watermelon Sugar,Harry Styles,South Korea,2021,302,9
3609,Memories,Maroon 5,South Korea,2021,302,10
3610,Dynamite,BTS,South Korea,2021,302,11
3611,Heat Waves,Glass Animals,South Korea,2021,302,12
3612,Don't Start Now,Dua Lipa,South Korea,2021,302,13
3613,Stuck with U (with Justin Bieber),Ariana Grande,South Korea,2021,302,14
3614,At My Worst,Pink Sweat$,South Korea,2021,302,15
3615,"How can I love the heartbreak, you're the one I love",AKMU,South Korea,2021,302,16
3616,Black Mamba,aespa,South Korea,2021,302,17
3617,Circles,Post Malone,South Korea,2021,302,18
3618,Filter,BTS,South Korea,2021,302,19
3619,Lovesick Girls,BLACKPINK,South Korea,2021,302,20
3620,Solo Dance,Martin Jensen,Switzerland,2017,361,1
3621,Ohne mein Team,"Bonez MC, RAF Camora, Maxwell",Switzerland,2017,360,2
3622,Call On Me - Ryan Riback Extended Remix,Starley,Switzerland,2017,359,3
3623,Say You Won't Let Go,James Arthur,Switzerland,2017,359,4
3624,"""Lose Yourself - From """"8 Mile"""" Soundtrack""",Eminem,Switzerland,2017,358,5
3625,Photograph,Ed Sheeran,Switzerland,2017,357,6
3626,Shape of You,Ed Sheeran,Switzerland,2017,357,7
3627,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Switzerland,2017,357,8
3628,September Song,JP Cooper,Switzerland,2017,353,9
3629,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Switzerland,2017,351,10
3630,Despacito (Featuring Daddy Yankee),Luis Fonsi,Switzerland,2017,347,11
3631,Issues,Julia Michaels,Switzerland,2017,342,12
3632,Castle on the Hill,Ed Sheeran,Switzerland,2017,341,13
3633,Faded,Alan Walker,Switzerland,2017,338,14
3634,Scared to Be Lonely,"Martin Garrix, Dua Lipa",Switzerland,2017,333,15
3635,Believer,Imagine Dragons,Switzerland,2017,329,16
3636,Congratulations,"Post Malone, Quavo",Switzerland,2017,326,17
3637,Mask Off,Future,Switzerland,2017,314,18
3638,It Ain't Me (with Selena Gomez),Kygo,Switzerland,2017,313,19
3639,You Don't Know Me - Radio Edit,"Jax Jones, RAYE",Switzerland,2017,311,20
3640,Tuesday,"Burak Yeter, Danelle Sandoval",Turkey,2017,362,1
3641,Haydi Söyle,Kalben,Turkey,2017,362,2
3642,Human,Rag'n'Bone Man,Turkey,2017,362,3
3643,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Turkey,2017,362,4
3644,Starboy,"The Weeknd, Daft Punk",Turkey,2017,362,5
3645,Yan Benimle,Sıla,Turkey,2017,362,6
3646,Lost on You,LP,Turkey,2017,362,7
3647,Nazar,Demet Akalın,Turkey,2017,362,8
3648,Yankı,Simge,Turkey,2017,362,9
3649,Affet,Müslüm Gürses,Turkey,2017,361,10
3650,Nilüfer,Müslüm Gürses,Turkey,2017,360,11
3651,Beni Sen İnandır,Pinhani,Turkey,2017,360,12
3652,Bana Öyle Bakma,Teoman,Turkey,2017,360,13
3653,Olsun,Sertab Erener,Turkey,2017,359,14
3654,Shape of You,Ed Sheeran,Turkey,2017,357,15
3655,Rüyalarda Buruşmuşum,Adamlar,Turkey,2017,342,16
3656,No Lie,"Sean Paul, Dua Lipa",Turkey,2017,342,17
3657,Manifesto,Sezen Aksu,Turkey,2017,340,18
3658,Chantaje (feat. Maluma),Shakira,Turkey,2017,337,19
3659,Scared to Be Lonely,"Martin Garrix, Dua Lipa",Turkey,2017,336,20
3660,ROCKSTAR (feat. Roddy Ricch),DaBaby,Ukraine,2020,170,1
3661,Сияй,Ramil',Ukraine,2020,170,2
3662,SICKO MODE,Travis Scott,Ukraine,2020,170,3
3663,Breaking Me,"Topic, A7S",Ukraine,2020,170,4
3664,Москва любит...,Scriptonite,Ukraine,2020,170,5
3665,Friendly Fire - Prod. Avepack,Boulevard Depo,Ukraine,2020,170,6
3666,Roses - Imanbek Remix,SAINt JHN,Ukraine,2020,170,7
3667,Дежавю,kizaru,Ukraine,2020,170,8
3668,РАТАТАТАТА,"MORGENSHTERN, Vitya AK",Ukraine,2020,170,9
3669,Положение,Scriptonite,Ukraine,2020,170,10
3670,Trap Luv,Big Baby Tape,Ukraine,2020,170,11
3671,Star Shopping,Lil Peep,Ukraine,2020,170,12
3672,Blinding Lights,The Weeknd,Ukraine,2020,170,13
3673,Привычка,"Scriptonite, Andy Panda, 104",Ukraine,2020,170,14
3674,goosebumps,Travis Scott,Ukraine,2020,170,15
3675,HIGHEST IN THE ROOM,Travis Scott,Ukraine,2020,170,16
3676,Cadillac,"MORGENSHTERN, Eldzhey",Ukraine,2020,170,17
3677,Angry toy$ - Prod. Ray Qwa,Boulevard Depo,Ukraine,2020,170,18
3678,Gimme The Loot,Big Baby Tape,Ukraine,2020,170,19
3679,Watermelon Sugar,Harry Styles,Ukraine,2020,170,20
3680,Sweater Weather,The Neighbourhood,Bulgaria,2021,358,1
3681,Dior,Pop Smoke,Bulgaria,2021,358,2
3682,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Bulgaria,2021,358,3
3683,Blinding Lights,The Weeknd,Bulgaria,2021,358,4
3684,Astronaut In The Ocean,Masked Wolf,Bulgaria,2021,358,5
3685,Daddy Issues,The Neighbourhood,Bulgaria,2021,358,6
3686,Levitating (feat. DaBaby),Dua Lipa,Bulgaria,2021,358,7
3687,goosebumps,Travis Scott,Bulgaria,2021,357,8
3688,HIGHEST IN THE ROOM,Travis Scott,Bulgaria,2021,357,9
3689,The Business,Tiësto,Bulgaria,2021,353,10
3690,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,Bulgaria,2021,350,11
3691,100 zhivota,Galena,Bulgaria,2021,347,12
3692,Do I Wanna Know?,Arctic Monkeys,Bulgaria,2021,331,13
3693,Watermelon Sugar,Harry Styles,Bulgaria,2021,326,14
3694,Streets,Doja Cat,Bulgaria,2021,322,15
3695,Invincible,Pop Smoke,Bulgaria,2021,320,16
3696,Goosebumps - Remix,"Travis Scott, HVME",Bulgaria,2021,318,17
3697,Красиви лъжи,"Krisko, Galena",Bulgaria,2021,314,18
3698,Heat Waves,Glass Animals,Bulgaria,2021,313,19
3699,Whoopty,CJ,Bulgaria,2021,310,20
3700,DÁKITI,"Bad Bunny, Jhay Cortez",Chile,2021,334,1
3701,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Chile,2021,334,2
3702,Hawái,Maluma,Chile,2021,334,3
3703,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Chile,2021,334,4
3704,Bandido,"Myke Towers, Juhn",Chile,2021,334,5
3705,A Tu Merced,Bad Bunny,Chile,2021,334,6
3706,Skyline,Ak4:20,Chile,2021,334,7
3707,TE MUDASTE,Bad Bunny,Chile,2021,333,8
3708,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Chile,2021,333,9
3709,Vete,Bad Bunny,Chile,2021,333,10
3710,Hecha Pa' Mi,Boza,Chile,2021,333,11
3711,Blinding Lights,The Weeknd,Chile,2021,333,12
3712,Una Locura,"Ozuna, J Balvin, Chencho Corleone",Chile,2021,333,13
3713,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",Chile,2021,333,14
3714,La Santa,"Bad Bunny, Daddy Yankee",Chile,2021,333,15
3715,LA CANCIÓN,"J Balvin, Bad Bunny",Chile,2021,333,16
3716,Don't Start Now,Dua Lipa,Chile,2021,333,17
3717,BICHOTA,KAROL G,Chile,2021,333,18
3718,La Difícil,Bad Bunny,Chile,2021,332,19
3719,Una Vez,"Bad Bunny, Mora",Chile,2021,332,20
3720,Tout oublier,"Angèle, Roméo Elvis",France,2019,365,1
3721,Balance ton quoi,Angèle,France,2019,365,2
3722,Pookie,Aya Nakamura,France,2019,365,3
3723,Trop beau,Lomepal,France,2019,365,4
3724,1000°C,"Lomepal, Roméo Elvis",France,2019,365,5
3725,Shallow,"Lady Gaga, Bradley Cooper",France,2019,365,6
3726,Madrina,"Maes, Booba",France,2019,364,7
3727,Les méchants,Heuss L'enfoiré,France,2019,362,8
3728,Feu de bois,Damso,France,2019,358,9
3729,Billets verts,Maes,France,2019,353,10
3730,Sale mood,"Bramsito, Booba",France,2019,351,11
3731,Aristocrate,Heuss L'enfoiré,France,2019,341,12
3732,Khapta,"Heuss L'enfoiré, Sofiane",France,2019,340,13
3733,Hit Sale (feat. Roméo Elvis),Therapie TAXI,France,2019,315,14
3734,Goutte d'eau,Ninho,France,2019,314,15
3735,Let Me Down Slowly,Alec Benjamin,France,2019,304,16
3736,Le temps est bon,"Bon Entendeur, Isabelle Pierre",France,2019,297,17
3737,Possédé,Djadja & Dinaz,France,2019,296,18
3738,Djadja,Aya Nakamura,France,2019,294,19
3739,À nos souvenirs,Trois Cafés Gourmands,France,2019,288,20
3740,Blinding Lights,The Weeknd,Germany,2021,334,1
3741,Roller,Apache 207,Germany,2021,334,2
3742,Heat Waves,Glass Animals,Germany,2021,333,3
3743,The Business,Tiësto,Germany,2021,333,4
3744,Head & Heart (feat. MNEK),Joel Corry,Germany,2021,331,5
3745,In the End,Linkin Park,Germany,2021,330,6
3746,Mood (feat. iann dior),24kGoldn,Germany,2021,329,7
3747,Astronaut In The Ocean,Masked Wolf,Germany,2021,324,8
3748,Airwaves,Pashanim,Germany,2021,323,9
3749,Ohne mein Team,"Bonez MC, RAF Camora, Maxwell",Germany,2021,323,10
3750,Levitating (feat. DaBaby),Dua Lipa,Germany,2021,317,11
3751,Ohne Dich,"KASIMIR1441, badmómzjay, WILDBWOYS",Germany,2021,315,12
3752,Save Your Tears,The Weeknd,Germany,2021,315,13
3753,Your Love (9PM),"ATB, Topic, A7S",Germany,2021,315,14
3754,Sweater Weather,The Neighbourhood,Germany,2021,310,15
3755,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Germany,2021,307,16
3756,Dance Monkey,Tones And I,Germany,2021,307,17
3757,Head Shoulders Knees & Toes (feat. Norma Jean Martine),"Ofenbach, Quarterhead",Germany,2021,304,18
3758,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,Germany,2021,304,19
3759,Arcade,Duncan Laurence,Germany,2021,304,20
3760,Believer,Imagine Dragons,Global,2018,365,1
3761,Shape of You,Ed Sheeran,Global,2018,365,2
3762,Jocelyn Flores,XXXTENTACION,Global,2018,365,3
3763,Perfect,Ed Sheeran,Global,2018,363,4
3764,New Rules,Dua Lipa,Global,2018,363,5
3765,IDGAF,Dua Lipa,Global,2018,363,6
3766,XO Tour Llif3,Lil Uzi Vert,Global,2018,363,7
3767,I Fall Apart,Post Malone,Global,2018,363,8
3768,Thunder,Imagine Dragons,Global,2018,363,9
3769,I Like Me Better,Lauv,Global,2018,362,10
3770,Too Good At Goodbyes,Sam Smith,Global,2018,361,11
3771,Say You Won't Let Go,James Arthur,Global,2018,361,12
3772,Closer,"The Chainsmokers, Halsey",Global,2018,360,13
3773,Congratulations,"Post Malone, Quavo",Global,2018,359,14
